"","coef","Pr(>|z|)","lower .95","upper .95"
"RED_1:2",0.00757856803386685,0.950344922554112,0.793783245636339,1.2790300042302
"Age_1:2",1.06720844872097,3.22640513019879e-13,2.18162404247251,3.87423151483309
"Sex_1:2",0.75543099674973,0.00274892011707374,1.29820934587346,3.48991054753383
"BMI_1:2",0.204409219150798,0.0607689960400954,0.990799616059611,1.51901394989231
"MedBenzo_1:2",-0.0735822528012408,0.875793248687581,0.369257504810653,2.33753400040896
"MedAntiDep_1:2",0.230287395746071,0.576074654092525,0.561602324417101,2.82225462762563
"MedSedative_1:2",-0.660194154060518,0.384021655608373,0.116877476120456,2.28471387438779
"MedAntiEplipetic_1:2",0.310751114265295,0.578392939455657,0.456025152609936,4.08249997723907
"MedStimulant_1:2",0.645148286894876,0.370890986944114,0.463953331327403,7.8323914485338
"RED_1:3",-0.164620857031692,0.0294253265424211,0.73141123698423,0.983672458871382
"Age_1:3",1.50288528883294,3.76379584255806e-50,3.68796984285535,5.47775008983113
"Sex_1:3",0.552819295835021,2.370708772647e-05,1.34510963176339,2.24602743509585
"BMI_1:3",0.34152749482478,9.78879414902197e-07,1.22728309508568,1.61325218007949
"MedBenzo_1:3",0.261502590828904,0.182350044421666,0.884409112643612,1.90759008147821
"MedAntiDep_1:3",0.0394099411564022,0.858491221914717,0.674478148402905,1.60421715373052
"MedSedative_1:3",0.684882982733795,0.00229925595969992,1.27706511041919,3.08083727538728
"MedAntiEplipetic_1:3",0.376510772890736,0.146762746447927,0.876300430519357,2.42314876119948
"MedStimulant_1:3",0.445205558043661,0.305291406508068,0.666328587787828,3.65605051731117
